gov.noaa.nodc.ncddc.lote2005_dive_waypts,submersible data dive waypoints life edge office ocean exploration data information collected submersible johnson i waypoints track nineteen dives life edge expedition sponsored national oceanic atmospheric administration noaa office ocean exploration october november measurements information include position depth personnel assignments dive mission target vehicle dive comments hyperlinks ctd plots water temperature salinity marine operations division harbor branch oceanographic institution provided original submersible data water temperature salinity ph ctd deep reef habitat south atlantic bight atlantic ocean north atlantic north carolina coast southeast florida coast
gov.noaa.nmfs.inport:25151,rockfish habitat dive video transects species commercially valuable rockfish sebastes spp inhabit waters outer continental shelf gulf alaska typically depths benthic habitat requirements spatial distribution rockfish species relatively unknown information regarding benthic habitat use improve current stock assessments provide baseline information ecosystem approach management study areas gulf alaska recently mapped high resolution multibeam bathymetry backscatter generate detailed benthic habitat maps large populations rockfish surveyed harvested mapped areas nmfs mesa group conducted submersible observation surveys summer mapped areas albatross bank hazy islands cape ommaney objectives surveys collect information rockfish habitat interactions generate density estimates habitat dive transects completed mapped sites using delta occupied submersible identified numerous gravid females observed schooling behavior species particular benthic habitats density estimates rockfish using strip line sight methodologies determined substrate invertebrate habitat classification identify habitat types high densities rockfish species differences estimation methods method dispatch null self argument disallowed alaska fisheries science center national marine fisheries service noaa department commerce auke bay laboratories
gov.noaa.nodc.ncddc.cb2003_nondives_cims,activities investigating charleston bump office ocean exploration information activities recorded cruise information management cims noaa office ocean data manager investigating charleston bump expedition august information contained cims includes type activity start date time activity end date time activity location activity objectives location activity technology fathomometer survey ctd conductivity temperature depth dredge sample neuston net pipe dredge trawls south atlantic bight atlantic ocean north atlantic charleston bump
gov.noaa.nodc.ncddc.oex1105_nondives_cims,activities okeanos explorer office ocean exploration research activities reported noaa office ocean exploration research noaa ship okeanos expedition aug sept information includes type activity start date time activity location activity technology used ctd conductivity temperature depth ocean exploration gulf mexico
Ship Sensor Observations for Operation Deep Scope 2007 - Office of Ocean Exploration,ship sensor observations operation deep scope office ocean exploration hourly measurements selected ship sensors seward johnson operation deep scope expedition sponsored national oceanic atmospheric administration noaa office ocean exploration august measurements include position heading air temperature relative humidity barometric pressure wind speed direction water depth total solar irradiance fluorometer sea surface temperature salinity data set compiled virtual instrument data vids ascii files provided university miami marine technology group harbor branch oceanographic institution meteorology air temperature water temperature relative humidity barometric pressure wind speed wind direction irradiance fluorometer chlorophyll sea surface temperature salinity depths soundings south atlantic bight atlantic ocean bahamas
gov.noaa.ngdc.mgg.wcd:EX1404L1_EK60,singlebeam collection shakedown mapping ne seamounts singlebeam raw files bot idx raw expedition exploration explorer marine education noaa ocean ocean discovery ocean education ocean exploration ocean exploration research oer ocean literacy ocean research science scientific mission scientific research sea stewardship systematic exploration technology transformational research undersea underwater okeanos explorer okeanos scientific computing scs noaa fleet multibeam multibeam sonar telepresence profile mapping survey multibeam backscatter water column backscatter singlebeam sonar single beam sonar sonar oceans bathymetry seafloor topography bathymetry singlebeam narragansett bay veatch canyon new england seamount chain
gov.noaa.nodc.ncddc.etta2004_nondives_cims,activities estuary abyss exploring latitude transect office ocean exploration information activities recorded cruise information management cims noaa office ocean data manager estuary abyss exploring latitude transect expedition august september information contained cims includes type activity start date time activity end date time activity location activity objectives location activity technology ctd conductivity temperature depth dredge sample echosounder survey fathomometer survey grab sample net sample trawl sample hook line sample trap sample south atlantic bight atlantic ocean north atlantic lophelia banks northern lophelia bank southern lophelia bank carolina coast
gov.noaa.nodc.ncddc.ShippingFairways,shipping fairways gulf mexico boem polygon data major shipping lanes associated ports gulf mexico presented layers modified gis data acquired u s department interior bureau ocean energy management boem website file description reports available metadata available original files boem current layers coordinates decimal degrees fairways shipping gulf mexico texas louisiana mississippi florida alabama
gov.noaa.nodc:0127422,planktonset plankton imagery data collected walton smith straits florida used national data science bowl ncei accession data presented subset larger plankton imagery data set collected subtropical straits florida imagery data collected using situ ichthyoplankton imaging project assess biophysical drivers affecting interactions larval fish prey predators subset images used inaugural national data science bowl hosted kaggle sponsored booz allen hamilton data originally collected examine biophysical drivers affecting spatial interactions larval fish prey predators subtropical pelagic marine ecosystem image segments extracted raw data sorted plankton classes split train test data sets provided machine learning competition national data science bowl hierarchical relationships explicit plankton classes class naming convention diagram file plankton indicated relationships classes taxonomic structural size shape intend dataset available machine learning computer vision community standard machine learning benchmark dataset dataset fair complexity image classification improvements national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography
gov.noaa.nodc.ncddc.bon_2008_dives_cims,dive activities bonaire office ocean exploration research information dive activities recorded personnel bonaire expedition january additional information documented submersible dive track databases included locational information date time depth dataset shows general location dive activities based submersible trackpoints depth habitat ocean exploration bonaire klein bonaire
gov.noaa.nodc:0130818,oceanographic profile data collected ctd sound velocimeter moving vessel profiler casts aboard fairweather project gulf alaska ncei accession ncei accession includes physical profile data collected aboard fairweather project gulf alaska data include sound velocity instruments used collect data include ctd sound velocimeter moving vessel profiler data collected submitted noaa office coast survey support hydrographic multibeam surveys meet noaa charting requirements national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography altitude latitude longitude time mvp mvp seacat seacat seacat fairweather
gov.noaa.nodc:0130817,oceanographic profile data collected ctd sound velocimeter moving vessel profiler casts aboard fairweather project gulf alaska ncei accession ncei accession includes physical profile data collected aboard fairweather project gulf alaska data include sound velocity instruments used collect data include ctd sound velocimeter moving vessel profiler data collected submitted noaa office coast survey support hydrographic multibeam surveys meet noaa charting requirements national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography altitude latitude longitude time mvp seacat seacat fairweather
Non-Dive Activities for Islands in the Stream 2002 - Exploration of Outer Shelf and Slope Habitats off the Coast of North Carolina - Office of Ocean Exploration,activities islands stream exploration outer shelf slope habitats coast north carolina office ocean exploration expeditions information eis contains information recorded noaa office ocean data manager islands stream exploration outer shelf slope habitats coast north carolina expedition august information contained eis included record activities carried expedition data presented tables original eis filemaker pro database net sample south atlantic bight atlantic ocean north atlantic florida north carolina
gov.noaa.nodc:0130766,oceanographic profile data collected ctd casts aboard bay hydro ii project north atlantic ocean ncei accession ncei accession includes physical profile data collected aboard bay hydro ii project north atlantic ocean data include conductivity hydrostatic pressure salinity sound velocity water density water temperature instruments used collect data include ctd data collected submitted noaa office coast survey support hydrographic multibeam surveys meet noaa charting requirements national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography altitude latitude longitude time bh bay hydro ii
gov.noaa.nodc:0130813,oceanographic profile data collected sound velocimeter moving vessel profiler casts aboard westerly project gulf mexico ncei accession ncei accession includes physical profile data collected aboard westerly project gulf mexico data include sound velocity instruments used collect data include sound velocimeter moving vessel profiler data collected submitted noaa office coast survey support hydrographic multibeam surveys meet noaa charting requirements national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography altitude latitude longitude time mvp na available westerly
Submersible Data (Dive Waypoints) for Operation Deep Scope 2007 - Office of Ocean Exploration,submersible data dive waypoints operation deep scope office ocean exploration data information collected submersible johnson ii waypoints track nineteen dives operation deep scope expedition sponsored national oceanic atmospheric administration noaa office ocean exploration august august measurements information include position depth personnel assignments dive mission target vehicle dive comments hyperlinks ctd plots water temperature salinity marine operations division harbor branch oceanographic institution provided original submersible data ctd ocean exploration south atlantic bight atlantic ocean bahamas
Gulf of Mexico Hypoxia Watch Bottom Dissolved Oxygen Contours for June and July SEAMAP Cruise of 2010,gulf mexico hypoxia watch dissolved oxygen contours june july seamap cruise noaa hypoxia watch project provides maps dissolved oxygen near sea floor continental shelf period extends early june noaa national marine fisheries service mississippi laboratories pascagoula stennis space center noaa national coastal data development center ncddc stennis space center began hypoxia watch project scientists aboard noaa research vessel oregon ii measure seawater properties water temperature salinity chlorophyll dissolved oxygen approximately locations oregon ii cruises waters south pascagoula ms makes way brownsville texas mouth mississippi river scientist aboard ship processes measurements electronic dissolved oxygen sensors checks measurements periodically chemical analyses seawater sends data ncddc stennis space center approximately days physical scientists ncddc transform dissolved oxygen measurements contour maps identify areas low oxygen hypoxia cruise data received ship ncddc generates new maps immediately publishes web map usually cover area mississippi coast successive maps add areas continental shelf brownsville galveston final map usually cover entire coast summer cruise extended eastward areas coast alabama florida leg maps published days approximately june july hypoxia anoxia dead zone dissolved oxygen seamap gulf mexico louisiana texas mississippi alabama florida
gov.noaa.nodc:0130810,oceanographic profile data collected ctd sound velocimeter moving vessel profiler casts aboard thomas jefferson project north atlantic ocean ncei accession ncei accession includes physical profile data collected aboard thomas jefferson project north atlantic ocean data include sound velocity instruments used collect data include ctd sound velocimeter moving vessel profiler data collected submitted noaa office coast survey support hydrographic multibeam surveys meet noaa charting requirements national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography altitude latitude longitude time mvp mvp seacat seacat tj thomas jefferson
noaa.ncei.nsidc.G02184,international geophysical year drifting station alpha documentary film film documents activities occurred drifting station alpha arctic ocean international geophysical year film narrated project leader norbert untersteiner chronicles life team built camp set experiments station alpha scientific base arctic pack ice operated western country time establishment russia operated drifting ice camps kind strategic importance sensitivity arctic basin little information early stations reached west documentary filmed produced frans van der hoeven senior scientist station alpha norbert untersteiner scientific leader station alpha station alpha drifted area arctic ocean located km north barrow alaska usa april november film covers entire time period digitized copies film available dvd ocean arctic ocean earth science cryosphere sea ice sea ice motion earth science oceans sea ice sea ice motion arctic sea ice drifting station polar sea ice sea ice sea ice drift sea ice motion
gov.noaa.nodc:GHRSST-IASI_SST_METOP_A-OSISAF-L2P-v1.0,ghrsst level global skin sea surface temperature infrared atmospheric sounding interferometer iasi satellite gds version global km group high resolution sea surface temperature ghrsst level dataset based sea surface temperature sst retrievals generated infrared atmospheric sounding interferometer iasi european meteorological oct metop satellite program european undertaking providing weather data services monitoring climate improving weather forecasts jointly established european space agency esa european organisation exploitation meteorological satellites eumetsat contribution national oceanic atmospheric administration noaa avhrr sensor identical flying family polar orbiting environmental satellites poes iasi measures infrared electromagnetic spectrum horizontal resolution km swath width km orbits orbit local solar time equator crossing descending node global observations provided twice production sst data european organization exploitation meteorological satellites eumetsat ocean sea ice satellite application facility osi saf meteorologie spatiale cms france sst retrieval performed provided iasi processor iasi referred core does contain auxiliary information including aerosol sst background specified ghrsst file main constituents iasi sst skin sea surface temperature uncertainty estimates sses quality levels flags wind speed sst data consist global coverage km nadir resolution separated minute observation granules compliant ghrsst data processing specification gds version format specifications national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography earth science oceans ocean temperature sea surface temperature skin sea surface temperature global
gov.noaa.nodc.ncddc.All_hypoxia_stations,gulf mexico hypoxia watch ctd station locations seamap cruises noaa hypoxia watch project provides maps dissolved oxygen near sea floor continental shelf period extends early june fall hypoxia watch cruise october november noaa national marine fisheries service mississippi laboratories pascagoula stennis space center noaa national coastal data development center ncddc stennis space center began hypoxia watch project scientists aboard noaa research vessel oregon ii measure seawater properties water temperature salinity chlorophyll dissolved oxygen approximately locations oregon ii cruises waters south pascagoula ms makes way brownsville texas mouth mississippi river scientist aboard ship processes measurements electronic dissolved oxygen sensors checks measurements periodically chemical analyses seawater sends data ncddc stennis space center approximately days physical scientists ncddc transform dissolved oxygen measurements contour maps identify areas low oxygen hypoxia cruise data received ship ncddc generates new maps immediately publishes web map usually cover area mississippi coast successive maps add areas continental shelf brownsville galveston final map usually cover entire coast maps published days approximately june july hypoxia anoxia dead zone dissolved oxygen seamap gulf mexico louisiana texas mississippi alabama florida
noaa.ncei.nsidc.G01186,western italian alps monthly snowfall snow cover duration data set consists snow observations stations western italian alps types data included monthly snowfall amounts monthly snow cover duration days period record varies station longest station record including data average station record duration approximately years available stations range meters meters elevation data summaries snow stake measurements daily observations total snow depth generally local time data aquired using snow measuring rod snowfall defined increase previous reading measurement underestimate snow pack settlement underestimation fairly consistent measurements daily data totaled yield monthly values continent europe southern europe italy continent europe western europe earth science cryosphere snow cover earth science cryosphere snow depth earth science terrestrial hydrosphere snow cover earth science terrestrial hydrosphere snow depth snowfall
noaa.ncei.nsidc.G01187,russian river ice thickness duration data set consists river ice thickness measurements beginning ending dates river events fifty stations northern russia data set includes values record length varies station longest station record covers period station table shows beginning end years measurements station data obtained working group viii bilateral agreement protection environmental natural resources continent europe eastern europe russia earth science cryosphere earth science cryosphere river ice duration earth science cryosphere river ice events earth science cryosphere river ice thickness earth science terrestrial hydrosphere river ice duration earth science terrestrial hydrosphere river ice events earth science terrestrial hydrosphere river ice thickness events ice duration ice thickness noaa nsidc river ice russia russian rivers
noaa.ncei.nsidc.G02140,morphometric characteristics ice snow arctic basin aircraft landing observations soviet union data set contains sea ice snow measurements collected aircraft landings associated soviet historical sever airborne north pole drifting station programs airborne annual expeditions sever sever means north took place konstantinov grachev spring sever expedition finished activity arctic snow sea ice data collected meteorological hydrological measurements data set landings accomplished year data set contains measurements parameters including ice thickness snow depth runway surrounding area ridge hummock sastrugi dimensions areal coverage snow density sea ice thickness data particular importance ice thickness measurements arctic basin scarce data subset used create atlas morphometric characteristics ice snow arctic basin ilya p romanov republished backbone publishing company romanov provided data national snow ice data center nsidc continent europe eastern europe russia geographic region arctic arctic basin earth science cryosphere sea ice ice deformation earth science cryosphere sea ice ice earth science cryosphere sea ice ice floes length earth science cryosphere sea ice ice floes width earth science cryosphere sea ice ice roughness hummocks earth science cryosphere sea ice sea ice elevation hummocks earth science cryosphere sea ice snow depth earth science cryosphere snow density earth science cryosphere snow depth earth science oceans sea ice ice deformation earth science oceans sea ice ice earth science oceans sea ice ice floes length earth science oceans sea ice ice floes width earth science oceans sea ice ice roughness hummocks earth science oceans sea ice sea ice elevation earth science oceans sea ice snow depth earth science terrestrial hydrosphere snow density earth science terrestrial hydrosphere snow depth aircraft arctic basin arctic sea ice noaa north pole north pole drifting station sever
Submersible Data (Dive Waypoints) for Islands in the Stream 2002 - Exploration of Outer Shelf and Slope Habitats off the Coast of North Carolina - Office of Ocean Exploration,submersible data dive waypoints islands stream exploration outer shelf slope habitats coast north carolina office ocean exploration data information collected submersible johnson ii waypoints track dive islands stream outer shelf slope habitats expedition sponsored national oceanic atmospheric administration noaa office ocean exploration august measurements information include position depth personnel assignments dive mission target vehicle dive comments hyperlinks ctd plots water temperature salinity marine operations division harbor branch oceanographic institution provided original submersible data quality assurance included comparsion synchronization dive log waypoint depths ctd depths review minimum maximum values deletion bad values water temperature salinity fish sponges coral reef ecosystem deep reef habitat south atlantic bight atlantic ocean north atlantic florida north carolina
gov.noaa.nodc.ncddc.Metar,land surface weather observations metar international standard code format hourly surface weather observations acronym roughly translates french aviation routine weather report metar data collected aviation purposes observation stations located airports helipads dataset shows locations stations url attribute allows linkage recent observations metar weather airport observation united states
"Shallow benthic habitats of San Francisco Bay, California CMECS Geodatabase",shallow benthic habitats san francisco bay california cmecs geodatabase dataset developed national oceanic atmospheric noaa office coastal management ocm collaborative cooperative project california state coastal conservancy scc behalf ocean protection council opc collect delineate habitat data san francisco bay area data intended use coastal management decision making including applications sea level rise mission center support environmental social economic coast linking people information technology marsh algae seagrass submerged aquatic vegetation benthic habitat eelgrass sediment coastal marine ecological classification standard cmecs san francisco bay san francisco california
"Ship Sensor Observations for Islands in the Stream 2002 - Pharmaceutical Discovery, Vision, and Bioluminescence - Office of Ocean Exploration",ship sensor observations islands stream pharmaceutical discovery vision bioluminescence office ocean exploration hourly measurements selected ship sensors seward johnson islands stream pharmaceutical discovery vision bioluminescence expedition sponsored national oceanic atmospheric administration noaa office ocean exploration august measurements include position heading air temperature relative humidity barometric pressure wind speed direction depth total solar irradiance fluorometer sea surface temperature salinity data set compiled virtual instrument data vids ascii files provided university miami marine technology group harbor branch oceanographic institution quality assurance included check distances hourly positions checks missing hourly data review minimum maximum values verification continuous pump operation deletion negative values meteorology air temperature water temperature relative humidity barometric pressure wind speed wind direction irradiance fluorometer chlorophyll sea surface temperature salinity south atlantic bight atlantic ocean north atlantic florida north carolina
gov.noaa.nodc.ncddc.NWS_PrecipitationProbability_24hr,forecast hour probability precipitation national weather national digital forecast database ndfd national digital forecast database ndfd contains seamless mosaic national weather nws digital forecasts precipitation probabilities collaboration nws national centers environmental prediction ncep nws weather forecast offices wfo central ndfd server ingests grids precipitation probabilities creates experimental forecast data mosaics coterminous united states conus alaska hawaii guam precipitation weather forecasts united states
gov.noaa.nodc.ncddc.2012contours,gulf mexico hypoxia watch dissolved oxygen contours june july seamap cruise noaa hypoxia watch project provides maps dissolved oxygen near sea floor continental shelf period extends early june noaa national marine fisheries service mississippi laboratories pascagoula stennis space center noaa national coastal data development center ncddc stennis space center began hypoxia watch project scientists aboard noaa research vessel oregon ii measure seawater properties water temperature salinity chlorophyll dissolved oxygen approximately locations oregon ii cruises waters south pascagoula ms makes way brownsville texas mouth mississippi river scientist aboard ship processes measurements electronic dissolved oxygen sensors checks measurements periodically chemical analyses seawater sends data ncddc stennis space center approximately days physical scientists ncddc transform dissolved oxygen measurements contour maps identify areas low oxygen hypoxia cruise data received ship ncddc generates new maps immediately publishes web map usually cover area mississippi coast successive maps add areas continental shelf brownsville galveston final map usually cover entire coast maps published days approximately june july hypoxia anoxia dead zone dissolved oxygen seamap gulf mexico louisiana texas mississippi alabama florida
gov.noaa.nodc.ncddc.2014contours,gulf mexico hypoxia watch dissolved oxygen contours june july seamap cruise noaa hypoxia watch project provides maps dissolved oxygen near sea floor continental shelf period extends early june noaa national marine fisheries service mississippi laboratories pascagoula stennis space center noaa national coastal data development center ncddc stennis space center began hypoxia watch project scientists aboard noaa research vessel oregon ii measure seawater properties water temperature salinity chlorophyll dissolved oxygen approximately locations oregon ii cruises waters south pascagoula ms makes way brownsville texas mouth mississippi river scientist aboard ship processes measurements electronic dissolved oxygen sensors checks measurements periodically chemical analyses seawater sends data ncddc stennis space center approximately days physical scientists ncddc transform dissolved oxygen measurements contour maps identify areas low oxygen hypoxia cruise data received ship ncddc generates new maps immediately publishes web map usually cover area mississippi coast successive maps add areas continental shelf brownsville galveston final map usually cover entire coast maps published days approximately june july hypoxia anoxia dead zone dissolved oxygen seamap gulf mexico louisiana texas mississippi alabama florida
gov.noaa.nodc:0130064,situ meteorological navigational physical profile data collected doc noaa nws national data buoy center oceansites site ncei accession situ meteorological navigational physical profile oceanographic data collected including air temperature depth observation hydrostatic pressure incoming solar radiation latitude longitude precipitation rate relative humidity salinity sea surface temperature water temperature wind direction wind speed moored buoy site using gps anemometer conductivity sensor meteorological sensors pressure sensors pyranometer thermistor data provided oceansites data assembly centers dac dac formatted information oceansites file format passed global data assembly centers gdac oceansites worldwide reference stations measuring dozens variables monitoring depth ocean interactions seafloor network stations observatories measuring aspects surface water column using possible automated systems advanced sensors telecommunications systems yielding high time resolution building long record national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography earth science atmosphere atmospheric radiation shortwave radiation earth science atmosphere atmospheric temperature air temperature earth science atmosphere atmospheric water vapor humidity earth science atmosphere atmospheric winds surface winds wind direction earth science atmosphere precipitation precipitation precipitation rate earth science climate indicators indicators teleconnections el nino southern oscillation enso enso earth science oceans ocean circulation buoy position earth science oceans ocean heat budget shortwave radiation earth science oceans ocean pressure water pressure earth science oceans ocean temperature water temperature sea surface temperature earth science oceans ocean winds surface winds earth science oceans salinity density depth height latitude longitude time airt depth height latitude longitude pres psal rain relh sigt sst sw temp time uwnd vwnd wdir wspd
gov.noaa.nodc:0130062,situ meteorological navigational physical profile data collected doc noaa nws national data buoy center oceansites site ncei accession situ meteorological navigational physical profile oceanographic data collected including air temperature depth observation hydrostatic pressure incoming solar radiation latitude longitude precipitation rate relative humidity salinity sea surface temperature water temperature wind direction wind speed moored buoy site using gps anemometer conductivity sensor meteorological sensors pressure sensors pyranometer thermistor data provided oceansites data assembly centers dac dac formatted information oceansites file format passed global data assembly centers gdac oceansites worldwide reference stations measuring dozens variables monitoring depth ocean interactions seafloor network stations observatories measuring aspects surface water column using possible automated systems advanced sensors telecommunications systems yielding high time resolution building long record national oceanographic data center nesdis noaa department commerce national centers environmental information nesdis noaa department commerce oceanography earth science atmosphere atmospheric radiation shortwave radiation earth science atmosphere atmospheric temperature air temperature earth science atmosphere atmospheric water vapor humidity earth science atmosphere atmospheric winds surface winds wind direction earth science atmosphere precipitation precipitation precipitation rate earth science climate indicators indicators teleconnections el nino southern oscillation enso enso earth science oceans ocean circulation buoy position earth science oceans ocean heat budget shortwave radiation earth science oceans ocean pressure water pressure earth science oceans ocean temperature water temperature sea surface temperature earth science oceans ocean winds surface winds earth science oceans salinity density depth height latitude longitude time airt depth height latitude longitude pres psal rain relh sigt sst sw temp time uwnd vwnd wdir wspd
